Date,Close
2005-01-03,6.072020053863525
2005-01-04,5.923411846160889
2005-01-05,5.841238975524902
2005-01-06,5.87795352935791
2005-01-07,5.865715026855469
2005-01-10,5.867463111877441
2005-01-11,5.734591484069824
2005-01-12,5.794033050537109
2005-01-13,5.683887481689453
2005-01-14,5.711859703063965
2005-01-18,5.858721733093262
2005-01-19,5.822005748748779
2005-01-20,5.848231792449951
2005-01-21,5.75032377243042
2005-01-24,5.6401777267456055
2005-01-25,5.598216533660889
2005-01-26,5.7992777824401855
2005-01-27,5.697873592376709
2005-01-28,5.683887481689453
2005-01-31,5.787038326263428
2005-02-01,5.849978923797607
2005-02-02,5.708364009857178
2005-02-03,5.643675327301025
2005-02-04,5.815012454986572
2005-02-07,5.685634613037109
2005-02-08,5.624442100524902
2005-02-09,5.4793291091918945
2005-02-10,5.426878929138184
2005-02-11,5.734591484069824
2005-02-14,5.77305269241333
2005-02-15,5.780045032501221
2005-02-16,5.87795352935791
2005-02-17,5.897185325622559
2005-02-18,5.865715026855469
2005-02-22,5.795780658721924
2005-02-23,5.935649871826172
2005-02-24,6.113980770111084
2005-02-25,6.217132091522217
2005-02-28,6.04055118560791
2005-03-01,5.986351490020752
2005-03-02,6.15069580078125
2005-03-03,6.143703937530518
2005-03-04,6.094748020172119
2005-03-07,6.134961128234863
2005-03-08,6.152443885803223
2005-03-09,6.1489481925964355
2005-03-10,6.131465435028076
2005-03-11,6.044046878814697
2005-03-14,6.241610527038574
2005-03-15,6.124471187591553
2005-03-16,6.120974063873291
2005-03-17,6.162933826446533
2005-03-18,6.1891608238220215
2005-03-21,6.138457298278809
2005-03-22,6.099994659423828
2005-03-23,6.287065505981445
2005-03-24,6.183915615081787
2005-03-28,6.1489481925964355
2005-03-29,6.115729808807373
2005-03-30,6.269582748413086
2005-03-31,6.259092330932617
2005-04-01,6.1769208908081055
2005-04-04,6.155941963195801
2005-04-05,6.290564060211182
2005-04-06,6.4042067527771
2005-04-07,6.619255065917969
2005-04-08,6.489875316619873
2005-04-11,6.461902618408203
2005-04-12,6.579041957855225
2005-04-13,6.463650703430176
2005-04-14,6.357001304626465
2005-04-15,6.1769208908081055
2005-04-18,6.154192924499512
2005-04-19,6.327279090881348
2005-04-20,6.489875316619873
2005-04-21,6.76961088180542
2005-04-22,6.9147233963012695
2005-04-25,6.872764587402344
2005-04-26,6.8710174560546875
2005-04-27,6.447914123535156
2005-04-28,6.42343807220459
2005-04-29,6.488129138946533
2005-05-02,6.608765125274658
2005-05-03,6.790592193603516
2005-05-04,6.830803394317627
2005-05-05,6.75037956237793
2005-05-06,6.76961088180542
2005-05-09,6.795836925506592
2005-05-10,6.757375717163086
2005-05-11,6.886749744415283
2005-05-12,6.7801008224487305
2005-05-13,6.783598899841309
2005-05-16,6.794086456298828
2005-05-17,6.801082134246826
2005-05-18,6.939203262329102
2005-05-19,7.0633344650268555
2005-05-20,7.024870872497559
2005-05-23,7.124527454376221
2005-05-24,7.047599792480469
2005-05-25,7.0633344650268555
2005-05-26,7.19620943069458
2005-05-27,7.169983863830566
2005-05-31,7.133267879486084
2005-06-01,7.306356430053711
2005-06-02,7.530145645141602
2005-06-03,7.24341344833374
2005-06-06,7.29411506652832
2005-06-07,7.362303256988525
2005-06-08,7.364049911499023
2005-06-09,7.626303195953369
2005-06-10,7.5738525390625
2005-06-13,7.690994739532471
2005-06-14,7.690994739532471
2005-06-15,7.605324745178223
2005-06-16,7.736449718475342
2005-06-17,7.953243255615234
2005-06-20,7.886810302734375
2005-06-21,7.589587211608887
2005-06-22,7.451468467712402
2005-06-23,7.241666316986084
2005-06-24,7.299362659454346
2005-06-27,7.346569061279297
2005-06-28,7.558115005493164
2005-06-29,7.579097270965576
2005-06-30,7.690994739532471
2005-07-01,7.715470790863037
2005-07-05,7.830860614776611
2005-07-06,7.808134078979492
2005-07-07,7.953243255615234
2005-07-08,8.152558326721191
2005-07-11,8.049406051635742
