Date,Close
2005-01-03,2.2446229457855225
2005-01-04,2.1539306640625
2005-01-05,2.0575711727142334
2005-01-06,2.0530364513397217
2005-01-07,2.062105178833008
2005-01-10,2.0416996479034424
2005-01-11,2.0031557083129883
2005-01-12,2.012225389480591
2005-01-13,1.9634780883789062
2005-01-14,2.0439674854278564
2005-01-18,2.04850172996521
2005-01-19,2.0258288383483887
2005-01-20,1.9702800512313843
2005-01-21,1.9328696727752686
2005-01-24,1.894325613975525
2005-01-25,1.8909248113632202
2005-01-26,1.9045286178588867
2005-01-27,1.9090629816055298
2005-01-28,1.8931920528411865
2005-01-31,1.8965929746627808
2005-02-01,1.9306023120880127
2005-02-02,2.000889301300049
2005-02-03,1.9430726766586304
2005-02-04,2.011091709136963
2005-02-07,2.034898281097412
2005-02-08,2.06550669670105
2005-02-09,1.9736807346343994
2005-02-10,2.019026756286621
2005-02-11,2.0564372539520264
2005-02-14,2.0428333282470703
2005-02-15,2.05983829498291
2005-02-16,2.0711746215820312
2005-02-17,2.063239336013794
2005-02-18,1.9918193817138672
2005-02-22,1.9362703561782837
2005-02-23,1.9816166162490845
2005-02-24,2.0292298793792725
2005-02-25,2.0972483158111572
2005-02-28,2.0575711727142334
2005-03-01,2.07684326171875
2005-03-02,2.0439674854278564
2005-03-03,2.0405664443969727
2005-03-04,2.1527974605560303
2005-03-07,2.2321529388427734
2005-03-08,2.2004106044769287
2005-03-09,2.1516637802124023
2005-03-10,2.1630003452301025
2005-03-11,2.169802188873291
2005-03-14,2.1890745162963867
2005-03-15,2.184539556503296
2005-03-16,2.2196829319000244
2005-03-17,2.278632402420044
2005-03-18,2.2593603134155273
2005-03-21,2.2718305587768555
2005-03-22,2.237821340560913
2005-03-23,2.2559592723846436
2005-03-24,2.2332863807678223
2005-03-28,2.1902077198028564
2005-03-29,2.210613250732422
2005-03-30,2.2264842987060547
2005-03-31,2.275231122970581
2005-04-01,2.2457563877105713
2005-04-04,2.2593603134155273
2005-04-05,2.295637369155884
2005-04-06,2.386328935623169
2005-04-07,2.3659231662750244
2005-04-08,2.359121561050415
2005-04-11,2.340982675552368
2005-04-12,2.3806605339050293
2005-04-13,2.288834810256958
