Date,Close
2005-01-03,22.376554489135742
2005-01-04,22.19392204284668
2005-01-05,22.603290557861328
2005-01-06,22.9307861328125
2005-01-07,22.962265014648438
2005-01-10,22.855195999145508
2005-01-11,22.65366554260254
2005-01-12,22.615880966186523
2005-01-13,22.45214080810547
2005-01-14,22.811120986938477
2005-01-18,22.911880493164062
2005-01-19,22.760730743408203
2005-01-20,22.313575744628906
2005-01-21,22.244295120239258
2005-01-24,20.978416442871094
2005-01-25,21.860124588012695
2005-01-26,21.463359832763672
2005-01-27,21.475955963134766
2005-01-28,21.450761795043945
2005-01-31,21.99238395690918
2005-02-01,22.09315299987793
2005-02-02,22.06155776977539
2005-02-03,21.644594192504883
2005-02-04,22.238452911376953
2005-02-07,22.295318603515625
2005-02-08,22.33955192565918
2005-02-09,22.440624237060547
2005-02-10,22.6112060546875
2005-02-11,22.585927963256836
2005-02-14,22.288999557495117
2005-02-15,22.112102508544922
2005-02-16,21.89098358154297
2005-02-17,21.985742568969727
2005-02-18,22.358495712280273
2005-02-22,21.733041763305664
2005-02-23,22.232135772705078
2005-02-24,22.77547264099121
2005-02-25,23.097679138183594
2005-02-28,22.674394607543945
2005-03-01,23.04081153869629
2005-03-02,22.80074119567871
2005-03-03,23.249298095703125
2005-03-04,23.344064712524414
2005-03-07,23.76103973388672
2005-03-08,23.767351150512695
2005-03-09,23.596771240234375
2005-03-10,23.697856903076172
2005-03-11,23.855804443359375
2005-03-14,23.86211395263672
2005-03-15,23.40092658996582
2005-03-16,23.116619110107422
2005-03-17,23.596771240234375
2005-03-18,23.792613983154297
2005-03-21,23.86843490600586
2005-03-22,24.13377571105957
2005-03-23,24.247493743896484
2005-03-24,24.02005958557129
2005-03-28,23.678892135620117
2005-03-29,22.98396110534668
2005-03-30,23.42621612548828
2005-03-31,23.407236099243164
2005-04-01,23.23666000366211
2005-04-04,23.464099884033203
2005-04-05,23.186119079589844
2005-04-06,23.078706741333008
2005-04-07,23.306154251098633
2005-04-08,22.01102066040039
2005-04-11,22.282672882080078
2005-04-12,22.112102508544922
2005-04-13,21.151805877685547
2005-04-14,20.090425491333008
2005-04-15,19.363893508911133
2005-04-18,19.755582809448242
2005-04-19,20.545305252075195
2005-04-20,20.15360450744629
2005-04-21,20.842239379882812
2005-04-22,20.671663284301758
2005-04-25,21.202350616455078
2005-04-26,20.823280334472656
2005-04-27,20.24205207824707
2005-04-28,20.001981735229492
2005-04-29,19.837717056274414
2005-05-02,20.482120513916016
2005-05-03,20.115694046020508
2005-05-04,20.343921661376953
2005-05-05,20.318565368652344
2005-05-06,20.31222915649414
2005-05-09,20.496078491210938
2005-05-10,19.912830352783203
2005-05-11,20.179094314575195
2005-05-12,19.507097244262695
2005-05-13,19.15206527709961
2005-05-16,19.500741958618164
2005-05-17,19.824068069458008
2005-05-18,20.33124351501465
2005-05-19,20.318565368652344
2005-05-20,20.318565368652344
2005-05-23,20.248828887939453
2005-05-24,20.05230140686035
2005-05-25,20.06498146057129
2005-05-26,20.191774368286133
2005-05-27,20.24248695373535
2005-05-31,20.236148834228516
2005-06-01,20.496078491210938
2005-06-02,20.502418518066406
2005-06-03,20.343921661376953
2005-06-06,20.33124351501465
2005-06-07,20.66090202331543
2005-06-08,20.07765769958496
2005-06-09,19.982568740844727
2005-06-10,19.900146484375
2005-06-13,20.05230140686035
2005-06-14,20.02060317993164
2005-06-15,20.37562370300293
2005-06-16,20.673587799072266
2005-06-17,20.882787704467773
2005-06-20,20.57215118408203
2005-06-21,20.54045867919922
2005-06-22,20.43268394470215
2005-06-23,19.760684967041016
2005-06-24,19.2344913482666
2005-06-27,19.02528190612793
2005-06-28,19.817731857299805
2005-06-29,19.843095779418945
2005-06-30,19.627540588378906
2005-07-01,19.938188552856445
2005-07-05,19.824068069458008
2005-07-06,19.931852340698242
2005-07-07,19.811391830444336
2005-07-08,20.381969451904297
2005-07-11,20.673587799072266
2005-07-12,20.458036422729492
2005-07-13,20.350269317626953
2005-07-14,20.679922103881836
2005-07-15,21.028608322143555
2005-07-18,21.18709373474121
2005-07-19,21.1554012298584
2005-07-20,22.30921173095703
2005-07-21,22.26484489440918
2005-07-22,22.11903190612793
2005-07-25,21.87811851501465
2005-07-26,21.89080047607422
2005-07-27,22.8861141204834
2005-07-28,23.646881103515625
2005-07-29,23.589826583862305
2005-08-01,23.60250473022461
2005-08-02,23.748313903808594
2005-08-03,23.716514587402344
2005-08-04,23.589284896850586
2005-08-05,23.551115036010742
2005-08-08,23.474769592285156
2005-08-09,23.697420120239258
2005-08-10,23.468395233154297
2005-08-11,23.538381576538086
2005-08-12,23.5701847076416
2005-08-15,23.379335403442383
2005-08-16,23.156679153442383
2005-08-17,23.08669662475586
2005-08-18,23.010353088378906
